"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1869336972554297813","Wed Dec 18 11:00:39 +0000 2024","0","&gt;proyek mercusuar Yang gak berguna &gt;jakarta kemasukan air laut IKN ada bener nya kecuali rakyat mau dipaksa berhenti mengambil air tanah jakarta penyebab utama penurunan tanah jakarta tenggelam dan pemerintah mau memasang PAM keseluruh warga Jakarta...","1869336972554297813","","","in","","0","0","0","https://x.com/undefined/status/1869336972554297813","2837811799",
"1869220785438744796","Wed Dec 18 03:18:58 +0000 2024","4","Banjir rob atau banjir pesisir adalah fenomena yang disebabkan oleh pasang air laut yang tinggi perubahan iklim serta faktor penurunan permukaan tanah. Sehingga kenaikan permukaan air laut inilah yang menyebabkan banjir rob sedang terjadi di beberapa titik di Jakarta. https://t.co/qtvKcQOhBq","1869220785438744796","https://pbs.twimg.com/media/GfDOZQbbUAA58Wa.jpg","","in","","0","2","3","https://x.com/undefined/status/1869220785438744796","166014938",
"1869185817400238441","Wed Dec 18 01:00:01 +0000 2024","0","Banjir Rob Jakarta Terjadi Akibat Penurunan Tanah dan Tanggul yang Belum Selesai Dibangun https://t.co/O3A6PIUwuf https://t.co/bz4rhvkCMO","1869185817400238441","https://pbs.twimg.com/media/GfCou2sagAANA-H.jpg","","in","","0","0","1","https://x.com/undefined/status/1869185817400238441","786549338818224128",
"1869035835091452138","Tue Dec 17 15:04:02 +0000 2024","0","Dinas Sumber Daya Air (SDA) meminta warga pesisir Jakarta untuk menggunakan air dari perusahaan air minum (PAM) guna mencegah penurunan permukaan tanah. https://t.co/LgucPIEY7G","1869035835091452138","","","in","","0","0","0","https://x.com/undefined/status/1869035835091452138","18071520",
"1868710744956813809","Tue Dec 17 14:28:17 +0000 2024","0","@darwoto1212 @muannas_alaidid Eh tolol cari data penurunan tanah di jakarta pertahunnya berapa sentimeter.","1869026839181906127","","darwoto1212","in","","0","0","0","https://x.com/undefined/status/1869026839181906127","2372879725",
"1868945452730921434","Tue Dec 17 09:04:53 +0000 2024","0","Giant sea wall itu bukan solusi jangka panjang cuma jangka pendek yang ada justru buang2 anggaran. Kalau air tanah jakarta tetap digunakan dalam jumlah besar terus menerus ya tanah nya akan terus mengalami penurunan sementara lautan setiap saat mengalami kenaikan","1868945452730921434","","","in","","0","4","0","https://x.com/undefined/status/1868945452730921434","1607201203917828098",
"1868434732540969061","Tue Dec 17 05:21:06 +0000 2024","0","@IdeBagus_store @guyonanx Oke seusai konteks yang jadi masalah di jakarta kan air laut naik sedangkan tanah jakarta tiap tahunnya mengalami penurunan jadi mau ditanami bakau pun juga sama aja. Lagian kalau menanam bakau agar bisa berfungsi secara maksimal harus menunggu 5-7 tahun","1868889134611521986","","IdeBagus_store","in","","0","1","0","https://x.com/undefined/status/1868889134611521986","1094076170893647872",
"1868822081699520869","Tue Dec 17 00:54:39 +0000 2024","1","Banjir Rob di Jakarta Utara Mulai Surut Waspadai Dampak Penurunan Tanah dan Kenaikan Permukaan Air Laut https://t.co/h1HfkeOE2n","1868822081699520869","","","in","","0","0","1","https://x.com/undefined/status/1868822081699520869","786549338818224128",
"1868805809746108424","Mon Dec 16 23:50:00 +0000 2024","1","Banjir akibat pasangnya air laut atau rob melanda sejumlah wilayah di Jakarta utara. Kondisi ini diperparah dengan penurunan tanah. https://t.co/mdXmOCM2FS","1868805809746108424","","","in","","0","2","0","https://x.com/undefined/status/1868805809746108424","69183155",
"1868674733526663479","Mon Dec 16 15:09:09 +0000 2024","0","banyak kok negara lain yg bisa dijadiin contoh. tp kebanyakan orang indonesia itu kecebur dulu baru berubah. tokyo aja udah dari lama banget mikirin penurunan permukaan tanah. solusi juga jelas ngewajibin penggunaan air pam. di jakarta kalau aku liat masih banyak yg make sumur.","1868674733526663479","","","in","","0","0","0","https://x.com/undefined/status/1868674733526663479","1078354352736153600",
